run,prompt_tokens,completion_tokens,latency_s,model,dataset,timestamp,imputed,source_log
frs_bins,3171.0,34.0,1.606,DS-R1-1.5B,AQuA,2026-03-24 22:27:11,False,reasoning_confidence_bins_run.log
frs_bins,2810.0,34.0,1.724,DS-R1-1.5B,AQuA,2026-03-24 22:27:11,False,reasoning_confidence_bins_run.log
frs_bins,2436.0,34.0,1.44,DS-R1-1.5B,AQuA,2026-03-24 22:27:11,False,reasoning_confidence_bins_run.log
frs_bins,2742.0,34.0,1.481,DS-R1-1.5B,AQuA,2026-03-24 22:27:11,False,reasoning_confidence_bins_run.log
frs_bins,2892.0,34.0,1.582,DS-R1-1.5B,AQuA,2026-03-24 22:27:11,False,reasoning_confidence_bins_run.log
frs_bins,2289.0,34.0,1.166,DS-R1-1.5B,AQuA,2026-03-24 22:27:11,False,reasoning_confidence_bins_run.log
frs_bins,3099.0,34.0,1.236,DS-R1-1.5B,AQuA,2026-03-24 22:27:12,False,reasoning_confidence_bins_run.log
frs_bins,2794.0,34.0,1.422,DS-R1-1.5B,AQuA,2026-03-24 22:27:12,False,reasoning_confidence_bins_run.log
frs_bins,2115.0,34.0,1.479,DS-R1-1.5B,AQuA,2026-03-24 22:27:12,False,reasoning_confidence_bins_run.log
frs_bins,1688.0,34.0,1.692,DS-R1-1.5B,AQuA,2026-03-24 22:27:12,False,reasoning_confidence_bins_run.log
frs_bins,3160.0,34.0,1.828,DS-R1-1.5B,AQuA,2026-03-24 22:27:13,False,reasoning_confidence_bins_run.log
frs_bins,2256.0,34.0,2.098,DS-R1-1.5B,AQuA,2026-03-24 22:27:13,False,reasoning_confidence_bins_run.log
frs_bins,2389.0,34.0,2.072,DS-R1-1.5B,AQuA,2026-03-24 22:27:13,False,reasoning_confidence_bins_run.log
frs_bins,2888.0,34.0,1.54,DS-R1-1.5B,AQuA,2026-03-24 22:27:13,False,reasoning_confidence_bins_run.log
frs_bins,2145.0,34.0,0.952,DS-R1-1.5B,AQuA,2026-03-24 22:27:13,False,reasoning_confidence_bins_run.log
frs_bins,2729.0,34.0,2.11,DS-R1-1.5B,AQuA,2026-03-24 22:27:13,False,reasoning_confidence_bins_run.log
frs_bins,2167.0,34.0,1.134,DS-R1-1.5B,AQuA,2026-03-24 22:27:14,False,reasoning_confidence_bins_run.log
frs_bins,2394.0,34.0,1.8,DS-R1-1.5B,AQuA,2026-03-24 22:27:14,False,reasoning_confidence_bins_run.log
frs_bins,2041.0,34.0,1.114,DS-R1-1.5B,AQuA,2026-03-24 22:27:14,False,reasoning_confidence_bins_run.log
frs_bins,3022.0,34.0,1.275,DS-R1-1.5B,AQuA,2026-03-24 22:27:14,False,reasoning_confidence_bins_run.log
frs_bins,2703.0,34.0,1.253,DS-R1-1.5B,AQuA,2026-03-24 22:27:14,False,reasoning_confidence_bins_run.log
frs_bins,2873.0,34.0,1.112,DS-R1-1.5B,AQuA,2026-03-24 22:27:14,False,reasoning_confidence_bins_run.log
frs_bins,3229.0,34.0,1.23,DS-R1-1.5B,AQuA,2026-03-24 22:27:15,False,reasoning_confidence_bins_run.log
frs_bins,2808.0,34.0,1.097,DS-R1-1.5B,AQuA,2026-03-24 22:27:15,False,reasoning_confidence_bins_run.log
frs_bins,2895.0,34.0,1.138,DS-R1-1.5B,AQuA,2026-03-24 22:27:15,False,reasoning_confidence_bins_run.log
frs_bins,1547.0,34.0,1.127,DS-R1-1.5B,AQuA,2026-03-24 22:27:15,False,reasoning_confidence_bins_run.log
frs_bins,2773.0,34.0,1.422,DS-R1-1.5B,AQuA,2026-03-24 22:27:16,False,reasoning_confidence_bins_run.log
frs_bins,1766.0,34.0,1.494,DS-R1-1.5B,AQuA,2026-03-24 22:27:16,False,reasoning_confidence_bins_run.log
frs_bins,2353.0,34.0,1.02,DS-R1-1.5B,AQuA,2026-03-24 22:27:16,False,reasoning_confidence_bins_run.log
frs_bins,2874.0,34.0,1.405,DS-R1-1.5B,AQuA,2026-03-24 22:27:16,False,reasoning_confidence_bins_run.log
frs_bins,2211.0,34.0,1.341,DS-R1-1.5B,AQuA,2026-03-24 22:27:16,False,reasoning_confidence_bins_run.log
frs_bins,3189.0,34.0,1.26,DS-R1-1.5B,AQuA,2026-03-24 22:27:16,False,reasoning_confidence_bins_run.log
