idx,trace_idx,confidence,correct,faithfulness,utility,coherence,factuality,reasoning_score,judge_ok,error
39,11,0.3712924037914009,False,1,1,1,1,0.0,True,
40,15,0.589195947358799,False,5,5,5,5,1.0,True,
41,2,0.5570513892745886,False,5,2,3,2,0.5,True,
41,5,0.6499879623963626,False,5,1,5,5,0.75,True,
42,4,0.34285144123001304,False,5,5,5,5,1.0,True,
42,5,0.756979990170343,False,5,5,5,5,1.0,True,
43,3,0.31570760014517113,True,5,5,5,5,1.0,True,
43,4,0.33311051924163204,False,1,1,1,1,0.0,True,
43,10,0.6678793233078434,True,5,5,5,5,1.0,True,
43,14,0.609236767697009,True,5,5,5,5,1.0,True,
44,9,0.5116478649766533,False,5,5,5,5,1.0,True,
45,6,0.8021971871034415,False,5,5,5,5,1.0,True,
47,1,0.353043592332616,False,1,1,1,1,0.0,True,
48,6,0.3419873541354487,False,5,5,5,5,1.0,True,
48,8,0.3530069314067593,True,5,5,5,5,1.0,True,
49,4,0.948290159266736,False,1,1,1,1,0.0,True,
49,7,0.9197889615396433,False,1,1,1,1,0.0,True,
49,9,0.42390486895886054,True,5,5,5,5,1.0,True,
51,2,0.43991822517121226,False,5,5,5,5,1.0,True,
52,2,0.7224142106827673,False,2,2,2,2,0.25,True,
52,5,0.8511243341467014,False,2,2,2,3,0.3125,True,
53,0,0.9569167582424887,False,5,5,5,5,1.0,True,
53,11,0.30230137647809985,False,5,5,5,5,1.0,True,
53,15,0.6291908973940613,False,5,5,5,5,1.0,True,
54,5,0.27492495997089167,False,2,2,2,3,0.3125,True,
54,6,0.7451708170841536,True,5,5,5,5,1.0,True,
56,9,0.3842705674927765,False,5,5,5,5,1.0,True,
56,10,0.9339148185033175,False,1,1,1,1,0.0,True,
57,3,0.40352752865156705,False,2,2,3,2,0.3125,True,
57,8,0.2858419859961516,True,4,4,4,4,0.75,True,
57,11,0.35191815017441935,False,4,4,4,4,0.75,True,
61,9,0.3116272631113849,False,5,5,5,5,1.0,True,
61,12,0.8945634686800021,False,5,5,5,5,1.0,True,
66,2,0.5918276268838446,False,1,1,1,1,0.0,True,
66,7,0.3096113773362532,False,5,5,5,5,1.0,True,
66,10,0.3507570496469481,False,4,4,4,4,0.75,True,
67,0,0.49387736761118306,False,5,5,5,5,1.0,True,
67,4,0.3043365943967765,False,,,,,,False,empty_cot
67,7,0.3043365943967765,False,,,,,,False,empty_cot
67,9,0.3043365943967765,False,,,,,,False,empty_cot
67,10,0.3043365943967765,False,,,,,,False,empty_cot
67,13,0.5320521500501004,False,1,1,1,1,0.0,True,
67,14,0.2995980775333373,False,,,,,,False,empty_cot
67,15,0.2995980775333373,False,,,,,,False,empty_cot
70,6,0.38738795754477295,False,2,2,2,3,0.3125,True,
73,1,0.32615136583426924,False,2,2,2,2,0.25,True,
74,0,0.4559068051695367,False,5,5,5,5,1.0,True,
74,1,0.4711633281317531,True,5,5,5,5,1.0,True,
74,6,0.28578161954693126,True,4,4,4,5,0.8125,True,
75,0,0.46757899999243,False,1,1,1,1,0.0,True,
76,1,0.4887302604978791,False,2,2,2,2,0.25,True,
76,2,0.7855235106378825,False,2,2,2,2,0.25,True,
76,7,0.2920023383916705,False,3,3,3,4,0.5625,True,
77,9,0.30812370040031367,False,4,4,4,4,0.75,True,
78,0,0.28409341267076904,False,,,,,,False,empty_cot
78,4,0.5192179987964056,True,5,5,5,5,1.0,True,
79,0,0.949827315878038,False,1,1,1,1,0.0,True,
79,4,0.4731245485900956,False,5,5,5,5,1.0,True,
79,7,0.3242135654146105,False,5,5,5,5,1.0,True,
80,7,0.33819760277189437,False,5,5,5,5,1.0,True,
80,13,0.37885252993550134,False,4,4,4,4,0.75,True,
81,0,0.8299684310510529,False,5,5,5,5,1.0,True,
81,10,0.3313388672485307,False,2,3,3,3,0.4375,True,
82,9,0.35378505720069314,False,2,3,3,2,0.375,True,
82,11,0.2810463893631457,False,3,3,3,4,0.5625,True,
82,12,0.3035496815259817,False,1,1,1,1,0.0,True,
83,11,0.32310882869819046,False,3,3,3,3,0.5,True,
84,7,0.5863853284389325,False,1,1,1,1,0.0,True,
85,9,0.40766371514077704,False,1,1,1,1,0.0,True,
86,6,0.6242677144788028,False,1,1,1,1,0.0,True,
87,7,0.9332797605262859,False,,,,,,False,empty_cot
88,4,0.3771997775878278,False,2,2,2,2,0.25,True,
88,6,0.5054082311902351,False,5,5,5,5,1.0,True,
89,0,0.2798225152837221,False,3,3,3,3,0.5,True,
91,1,0.3860986202180954,False,1,1,1,1,0.0,True,
91,3,0.2990550587213561,False,5,5,5,5,1.0,True,
91,11,0.8228671400903336,False,5,4,4,5,0.875,True,
92,5,0.451994751536705,False,5,5,5,5,1.0,True,
92,14,0.42298311914125497,False,2,2,2,2,0.25,True,
93,4,0.4642952826341611,False,3,3,3,3,0.5,True,
94,7,0.719829418055666,False,2,2,2,2,0.25,True,
94,11,0.4937188367286534,False,2,2,3,2,0.3125,True,
94,12,0.5019931293276574,False,3,3,3,4,0.5625,True,
95,2,0.48137155798792397,False,5,5,5,5,1.0,True,
96,1,0.4283911783595702,False,3,3,3,4,0.5625,True,
96,10,0.7479338638730807,False,1,1,1,1,0.0,True,
96,12,0.966280223364329,False,5,5,5,5,1.0,True,
96,15,0.6407786482419595,False,1,1,1,1,0.0,True,
97,3,0.4152961470756348,False,1,1,1,1,0.0,True,
98,8,0.3617704672653997,True,5,5,5,5,1.0,True,
98,11,0.4006272419383102,True,3,2,3,2,0.375,True,
99,0,0.926905349146356,False,1,1,1,1,0.0,True,
100,1,0.7268626648992726,False,2,2,2,2,0.25,True,
100,7,0.5469262328234005,False,2,2,2,3,0.3125,True,
101,5,0.43815293089422863,False,2,2,3,3,0.375,True,
101,7,0.48287202328069895,False,4,3,3,4,0.625,True,
103,12,0.38421548787514825,False,5,5,5,5,1.0,True,
103,15,0.631325381187439,False,5,5,5,5,1.0,True,
104,0,0.27760679501074714,False,,,,,,False,empty_cot
104,3,0.3749881567888854,False,2,2,3,2,0.3125,True,
104,5,0.27760679501074714,False,,,,,,False,empty_cot
104,9,0.27760679501074714,False,,,,,,False,empty_cot
105,8,0.8900230638387607,False,5,5,5,5,1.0,True,
105,11,0.46464168354115976,False,3,3,3,3,0.5,True,
105,13,0.4695200545285685,False,2,2,2,2,0.25,True,
107,1,0.2946474573754118,False,2,1,2,1,0.125,True,
108,13,0.951854965862029,False,1,1,1,1,0.0,True,
110,1,0.29596841151924186,False,3,3,3,4,0.5625,True,
112,2,0.27491170684773647,False,5,5,5,5,1.0,True,
113,5,0.4948350369502982,False,2,2,2,2,0.25,True,
113,12,0.5336256753375592,False,3,3,3,4,0.5625,True,
113,14,0.5099760836126215,False,3,3,3,4,0.5625,True,
114,5,0.30626026385545285,False,5,5,5,5,1.0,True,
114,10,0.92109161958109,False,1,1,1,1,0.0,True,
114,15,0.41006225610167685,False,1,1,1,1,0.0,True,
115,0,0.34220119258848597,False,5,5,5,5,1.0,True,
116,6,0.6216594091455792,False,2,1,2,2,0.1875,True,
117,14,0.38748947743366363,False,2,2,2,2,0.25,True,
119,2,0.8417784335839461,False,2,1,1,1,0.0625,True,
120,9,0.5565374177345276,False,2,2,2,2,0.25,True,
121,13,0.35077970887599197,True,5,5,5,5,1.0,True,
124,14,0.43595430346012437,True,4,4,3,4,0.6875,True,
125,7,0.4055458278910203,False,5,5,5,5,1.0,True,
125,10,0.2955223277835212,False,5,5,5,5,1.0,True,
126,8,0.2815410695241901,False,5,5,5,5,1.0,True,
127,2,0.27472480469220256,False,,,,,,False,empty_cot
127,3,0.27472480469220256,False,,,,,,False,empty_cot
128,8,0.4826601442288654,False,1,1,1,1,0.0,True,
129,4,0.48293395783554977,False,1,1,1,1,0.0,True,
130,9,0.4866079788970038,False,2,2,2,2,0.25,True,
131,5,0.9469495365116662,False,5,5,5,5,1.0,True,
131,9,0.6275794425719676,False,1,1,1,1,0.0,True,
133,14,0.32561184639765184,False,4,4,4,4,0.75,True,
134,1,0.8574660045129501,False,1,1,1,1,0.0,True,
135,6,0.547884632695938,False,1,1,1,1,0.0,True,
135,8,0.9671585599205393,False,5,5,5,5,1.0,True,
135,15,0.3717002878357505,False,5,5,5,5,1.0,True,
136,3,0.3253363059684036,False,5,5,5,5,1.0,True,
137,3,0.39775472214153806,False,3,3,3,3,0.5,True,
137,11,0.5233214734467617,False,4,4,4,4,0.75,True,
137,12,0.30831746622272127,False,2,2,2,2,0.25,True,
138,7,0.4671816378556415,False,1,1,1,1,0.0,True,
138,12,0.716526932476141,False,1,1,1,1,0.0,True,
139,4,0.2975554267361521,False,5,5,5,5,1.0,True,
139,8,0.7117883975786804,False,1,1,1,1,0.0,True,
139,9,0.2811010827035352,False,2,2,2,2,0.25,True,
140,4,0.6239203573044857,False,5,5,5,5,1.0,True,
140,5,0.6199381008520084,False,1,1,1,1,0.0,True,
141,10,0.7412609188108102,False,1,1,1,1,0.0,True,
141,15,0.7877821222761728,False,5,5,5,5,1.0,True,
143,1,0.34196099258479956,False,,,,,,False,empty_cot
143,2,0.34196099258479956,False,,,,,,False,empty_cot
143,3,0.34196099258479956,False,,,,,,False,empty_cot
143,4,0.34196099258479956,False,,,,,,False,empty_cot
143,7,0.34196099258479956,False,,,,,,False,empty_cot
143,9,0.34196099258479956,False,,,,,,False,empty_cot
143,14,0.4297976459304661,False,5,5,5,5,1.0,True,
143,15,0.34196099258479956,False,,,,,,False,empty_cot
144,2,0.36779863457148243,False,1,1,1,1,0.0,True,
144,7,0.349794871883649,False,3,3,3,4,0.5625,True,
144,15,0.32426527135917477,False,4,3,4,5,0.75,True,
145,1,0.9643243915446974,False,5,5,5,5,1.0,True,
145,15,0.31090431200735374,False,1,1,1,1,0.0,True,
146,3,0.575683029916276,False,1,1,1,1,0.0,True,
146,7,0.28114051711026966,False,4,4,4,5,0.8125,True,
147,15,0.3428860977837152,False,5,5,5,5,1.0,True,
148,2,0.6298396361665188,False,1,1,1,1,0.0,True,
149,0,0.30197852366655303,False,,,,,,False,empty_cot
149,7,0.30197852366655303,False,,,,,,False,empty_cot
149,9,0.30197852366655303,False,,,,,,False,empty_cot
149,11,0.30197852366655303,False,,,,,,False,empty_cot
150,1,0.6295169628271697,False,1,1,1,1,0.0,True,
151,9,0.30794957113550486,False,5,5,5,5,1.0,True,
153,3,0.5218912278492925,False,5,5,5,5,1.0,True,
153,9,0.33024964340070234,False,4,4,4,4,0.75,True,
155,10,0.6740140876644352,False,,,,,,False,empty_cot
156,6,0.5490572305041332,False,2,2,2,2,0.25,True,
156,8,0.7406364135138919,False,1,1,1,1,0.0,True,
156,9,0.6856337836983754,False,2,2,2,2,0.25,True,
156,14,0.4493125656511682,False,2,2,2,3,0.3125,True,
156,15,0.5479810642579254,True,4,5,4,5,0.875,True,
157,4,0.5905888225326535,False,5,5,5,5,1.0,True,
157,5,0.3816820406901369,False,5,5,5,5,1.0,True,
157,14,0.832936752045798,True,5,5,5,5,1.0,True,
158,9,0.44894935145074516,False,5,4,5,4,0.875,True,
159,4,0.4410222576447539,False,2,2,2,2,0.25,True,
159,15,0.40273664559522443,True,5,5,5,5,1.0,True,
160,11,0.4093515241960262,False,1,1,1,1,0.0,True,
160,15,0.6533074267730941,False,2,2,3,3,0.375,True,
161,1,0.2943694398037671,False,,,,,,False,empty_cot
161,4,0.2943694398037671,False,,,,,,False,empty_cot
161,6,0.2943694398037671,False,,,,,,False,empty_cot
161,12,0.2943694398037671,False,,,,,,False,empty_cot
161,13,0.2943694398037671,False,,,,,,False,empty_cot
163,4,0.30384144096552684,False,5,5,5,5,1.0,True,
163,6,0.5146190150098053,False,4,3,4,4,0.6875,True,
163,10,0.8211237137040333,False,1,1,1,1,0.0,True,
