pair_key,benchmark,acc_gap_pp,metric_gap_pp,estimator,is_frs
AQuA|Gemma-7B|LLaMA-3.1-8B,AQuA,45.3,6.0,random_single,0
CSQA|DS-R1-1.5B|DS-R1-7B,CSQA,7.699999999999996,23.1,frs,1
CSQA|DS-R1-1.5B|DS-R1-7B,CSQA,7.699999999999996,10.0,random_single,0
CSQA|DS-R1-7B|Qwen3-4B,CSQA,22.200000000000003,4.200000000000003,frs,1
CSQA|DS-R1-7B|Qwen3-4B,CSQA,22.200000000000003,0.5,random_single,0
CSQA|DS-R1-7B|Phi-4,CSQA,25.799999999999997,2.0,frs,1
CSQA|DS-R1-7B|Phi-4,CSQA,25.799999999999997,8.25,random_single,0
CSQA|DS-R1-7B|Qwen2.5-Math,CSQA,1.3999999999999986,8.600000000000009,frs,1
CSQA|DS-R1-7B|Qwen2.5-Math,CSQA,1.3999999999999986,3.375,random_single,0
CSQA|DS-R1-7B|Phi-4-Reas.,CSQA,10.399999999999999,45.800000000000004,frs,1
CSQA|DS-R1-7B|Phi-4-Reas.,CSQA,10.399999999999999,6.125,random_single,0
CSQA|DS-R1-7B|Qwen2.5-7B,CSQA,34.5,9.100000000000009,frs,1
CSQA|DS-R1-7B|Qwen2.5-7B,CSQA,34.5,13.25,random_single,0
CSQA|DS-R1-7B|LLaMA-3.1-8B,CSQA,19.0,24.200000000000003,frs,1
CSQA|DS-R1-7B|LLaMA-3.1-8B,CSQA,19.0,14.625,random_single,0
CSQA|DS-R1-7B|Gemma-7B,CSQA,19.999999999999996,65.8,frs,1
CSQA|DS-R1-7B|Gemma-7B,CSQA,19.999999999999996,45.125,random_single,0
CSQA|DS-R1-1.5B|Qwen3-4B,CSQA,29.9,18.9,frs,1
CSQA|DS-R1-1.5B|Qwen3-4B,CSQA,29.9,10.5,random_single,0
CSQA|DS-R1-1.5B|Phi-4,CSQA,18.1,21.1,frs,1
CSQA|DS-R1-1.5B|Phi-4,CSQA,18.1,1.75,random_single,0
CSQA|DS-R1-1.5B|Qwen2.5-Math,CSQA,6.299999999999997,14.499999999999993,frs,1
CSQA|DS-R1-1.5B|Qwen2.5-Math,CSQA,6.299999999999997,6.625,random_single,0
CSQA|DS-R1-1.5B|Phi-4-Reas.,CSQA,2.700000000000003,22.700000000000003,frs,1
CSQA|DS-R1-1.5B|Phi-4-Reas.,CSQA,2.700000000000003,3.875,random_single,0
CSQA|DS-R1-1.5B|Qwen2.5-7B,CSQA,42.199999999999996,13.999999999999993,frs,1
CSQA|DS-R1-1.5B|Qwen2.5-7B,CSQA,42.199999999999996,23.25,random_single,0
CSQA|DS-R1-1.5B|LLaMA-3.1-8B,CSQA,26.699999999999996,1.1000000000000014,frs,1
CSQA|DS-R1-1.5B|LLaMA-3.1-8B,CSQA,26.699999999999996,4.625,random_single,0
CSQA|DS-R1-1.5B|Gemma-7B,CSQA,12.3,42.7,frs,1
CSQA|DS-R1-1.5B|Gemma-7B,CSQA,12.3,35.125,random_single,0
CSQA|Phi-4|Qwen3-4B,CSQA,48.0,2.200000000000003,frs,1
CSQA|Phi-4|Qwen3-4B,CSQA,48.0,8.75,random_single,0
CSQA|Qwen2.5-Math|Qwen3-4B,CSQA,23.6,4.400000000000006,frs,1
CSQA|Qwen2.5-Math|Qwen3-4B,CSQA,23.6,3.875,random_single,0
CSQA|Phi-4-Reas.|Qwen3-4B,CSQA,32.6,41.6,frs,1
CSQA|Phi-4-Reas.|Qwen3-4B,CSQA,32.6,6.625,random_single,0
CSQA|Qwen2.5-7B|Qwen3-4B,CSQA,12.299999999999997,4.900000000000006,frs,1
CSQA|Qwen2.5-7B|Qwen3-4B,CSQA,12.299999999999997,12.75,random_single,0
CSQA|LLaMA-3.1-8B|Qwen3-4B,CSQA,3.200000000000003,20.0,frs,1
CSQA|LLaMA-3.1-8B|Qwen3-4B,CSQA,3.200000000000003,15.125,random_single,0
CSQA|Gemma-7B|Qwen3-4B,CSQA,42.2,61.6,frs,1
CSQA|Gemma-7B|Qwen3-4B,CSQA,42.2,45.625,random_single,0
CSQA|Phi-4|Qwen2.5-Math,CSQA,24.4,6.6000000000000085,frs,1
CSQA|Phi-4|Qwen2.5-Math,CSQA,24.4,4.875,random_single,0
CSQA|Phi-4|Phi-4-Reas.,CSQA,15.399999999999999,43.800000000000004,frs,1
CSQA|Phi-4|Phi-4-Reas.,CSQA,15.399999999999999,2.125,random_single,0
CSQA|Phi-4|Qwen2.5-7B,CSQA,60.3,7.1000000000000085,frs,1
CSQA|Phi-4|Qwen2.5-7B,CSQA,60.3,21.5,random_single,0
CSQA|LLaMA-3.1-8B|Phi-4,CSQA,44.8,22.200000000000003,frs,1
CSQA|LLaMA-3.1-8B|Phi-4,CSQA,44.8,6.375,random_single,0
CSQA|Gemma-7B|Phi-4,CSQA,5.800000000000001,63.800000000000004,frs,1
CSQA|Gemma-7B|Phi-4,CSQA,5.800000000000001,36.875,random_single,0
CSQA|Phi-4-Reas.|Qwen2.5-Math,CSQA,9.0,37.199999999999996,frs,1
CSQA|Phi-4-Reas.|Qwen2.5-Math,CSQA,9.0,2.75,random_single,0
CSQA|Qwen2.5-7B|Qwen2.5-Math,CSQA,35.9,0.5,frs,1
CSQA|Qwen2.5-7B|Qwen2.5-Math,CSQA,35.9,16.625,random_single,0
CSQA|LLaMA-3.1-8B|Qwen2.5-Math,CSQA,20.4,15.599999999999994,frs,1
CSQA|LLaMA-3.1-8B|Qwen2.5-Math,CSQA,20.4,11.25,random_single,0
CSQA|Gemma-7B|Qwen2.5-Math,CSQA,18.599999999999998,57.199999999999996,frs,1
CSQA|Gemma-7B|Qwen2.5-Math,CSQA,18.599999999999998,41.75,random_single,0
CSQA|Phi-4-Reas.|Qwen2.5-7B,CSQA,44.9,36.699999999999996,frs,1
CSQA|Phi-4-Reas.|Qwen2.5-7B,CSQA,44.9,19.375,random_single,0
CSQA|LLaMA-3.1-8B|Phi-4-Reas.,CSQA,29.4,21.6,frs,1
CSQA|LLaMA-3.1-8B|Phi-4-Reas.,CSQA,29.4,8.5,random_single,0
CSQA|Gemma-7B|Phi-4-Reas.,CSQA,9.599999999999998,20.0,frs,1
CSQA|Gemma-7B|Phi-4-Reas.,CSQA,9.599999999999998,39.0,random_single,0
CSQA|LLaMA-3.1-8B|Qwen2.5-7B,CSQA,15.5,15.099999999999994,frs,1
CSQA|LLaMA-3.1-8B|Qwen2.5-7B,CSQA,15.5,27.875,random_single,0
CSQA|Gemma-7B|Qwen2.5-7B,CSQA,54.5,56.699999999999996,frs,1
CSQA|Gemma-7B|Qwen2.5-7B,CSQA,54.5,58.375,random_single,0
CSQA|Gemma-7B|LLaMA-3.1-8B,CSQA,39.0,41.6,frs,1
CSQA|Gemma-7B|LLaMA-3.1-8B,CSQA,39.0,30.5,random_single,0
GPQA|DS-R1-1.5B|DS-R1-7B,GPQA,8.300000000000004,6.299999999999997,frs,1
GPQA|DS-R1-1.5B|DS-R1-7B,GPQA,8.300000000000004,8.125,random_single,0
GPQA|DS-R1-7B|Qwen3-4B,GPQA,14.299999999999997,4.100000000000001,frs,1
GPQA|DS-R1-7B|Qwen3-4B,GPQA,14.299999999999997,5.875,random_single,0
GPQA|DS-R1-7B|Phi-4,GPQA,16.500000000000004,14.5,frs,1
GPQA|DS-R1-7B|Phi-4,GPQA,16.500000000000004,4.625,random_single,0
GPQA|DS-R1-7B|Qwen2.5-Math,GPQA,21.900000000000002,8.299999999999997,frs,1
GPQA|DS-R1-7B|Qwen2.5-Math,GPQA,21.900000000000002,5.875,random_single,0
GPQA|DS-R1-7B|Phi-4-Reas.,GPQA,2.200000000000003,0.6000000000000014,frs,1
GPQA|DS-R1-7B|Phi-4-Reas.,GPQA,2.200000000000003,0.25,random_single,0
GPQA|DS-R1-7B|Qwen2.5-7B,GPQA,10.300000000000004,7.799999999999997,frs,1
GPQA|DS-R1-7B|Qwen2.5-7B,GPQA,10.300000000000004,2.25,random_single,0
GPQA|DS-R1-7B|LLaMA-3.1-8B,GPQA,7.800000000000004,12.399999999999999,frs,1
GPQA|DS-R1-7B|LLaMA-3.1-8B,GPQA,7.800000000000004,1.25,random_single,0
GPQA|DS-R1-7B|Gemma-7B,GPQA,21.400000000000002,32.0,frs,1
GPQA|DS-R1-7B|Gemma-7B,GPQA,21.400000000000002,15.5,random_single,0
GPQA|DS-R1-1.5B|Qwen3-4B,GPQA,22.6,2.1999999999999957,frs,1
GPQA|DS-R1-1.5B|Qwen3-4B,GPQA,22.6,2.25,random_single,0
GPQA|DS-R1-1.5B|Phi-4,GPQA,8.2,8.200000000000003,frs,1
GPQA|DS-R1-1.5B|Phi-4,GPQA,8.2,3.5,random_single,0
GPQA|DS-R1-1.5B|Qwen2.5-Math,GPQA,13.599999999999998,2.0,frs,1
GPQA|DS-R1-1.5B|Qwen2.5-Math,GPQA,13.599999999999998,2.25,random_single,0
GPQA|DS-R1-1.5B|Phi-4-Reas.,GPQA,6.100000000000001,5.699999999999996,frs,1
GPQA|DS-R1-1.5B|Phi-4-Reas.,GPQA,6.100000000000001,7.875,random_single,0
GPQA|DS-R1-1.5B|Qwen2.5-7B,GPQA,2.0,1.5,frs,1
GPQA|DS-R1-1.5B|Qwen2.5-7B,GPQA,2.0,5.875,random_single,0
GPQA|DS-R1-1.5B|LLaMA-3.1-8B,GPQA,0.5,6.100000000000001,frs,1
GPQA|DS-R1-1.5B|LLaMA-3.1-8B,GPQA,0.5,6.875,random_single,0
GPQA|DS-R1-1.5B|Gemma-7B,GPQA,13.099999999999998,25.700000000000003,frs,1
GPQA|DS-R1-1.5B|Gemma-7B,GPQA,13.099999999999998,7.375,random_single,0
GPQA|Phi-4|Qwen3-4B,GPQA,30.8,10.399999999999999,frs,1
GPQA|Phi-4|Qwen3-4B,GPQA,30.8,1.25,random_single,0
GPQA|Qwen2.5-Math|Qwen3-4B,GPQA,36.2,4.199999999999996,frs,1
GPQA|Qwen2.5-Math|Qwen3-4B,GPQA,36.2,0.0,random_single,0
GPQA|Phi-4-Reas.|Qwen3-4B,GPQA,16.5,3.5,frs,1
GPQA|Phi-4-Reas.|Qwen3-4B,GPQA,16.5,5.625,random_single,0
GPQA|Qwen2.5-7B|Qwen3-4B,GPQA,24.6,3.6999999999999957,frs,1
GPQA|Qwen2.5-7B|Qwen3-4B,GPQA,24.6,3.625,random_single,0
GPQA|LLaMA-3.1-8B|Qwen3-4B,GPQA,22.1,8.299999999999997,frs,1
GPQA|LLaMA-3.1-8B|Qwen3-4B,GPQA,22.1,4.625,random_single,0
GPQA|Gemma-7B|Qwen3-4B,GPQA,35.7,27.9,frs,1
GPQA|Gemma-7B|Qwen3-4B,GPQA,35.7,9.625,random_single,0
GPQA|Phi-4|Qwen2.5-Math,GPQA,5.399999999999999,6.200000000000003,frs,1
GPQA|Phi-4|Qwen2.5-Math,GPQA,5.399999999999999,1.25,random_single,0
GPQA|Phi-4|Phi-4-Reas.,GPQA,14.3,13.899999999999999,frs,1
GPQA|Phi-4|Phi-4-Reas.,GPQA,14.3,4.375,random_single,0
GPQA|Phi-4|Qwen2.5-7B,GPQA,6.199999999999999,6.700000000000003,frs,1
GPQA|Phi-4|Qwen2.5-7B,GPQA,6.199999999999999,2.375,random_single,0
GPQA|LLaMA-3.1-8B|Phi-4,GPQA,8.7,2.1000000000000014,frs,1
GPQA|LLaMA-3.1-8B|Phi-4,GPQA,8.7,3.375,random_single,0
GPQA|Gemma-7B|Phi-4,GPQA,4.899999999999999,17.5,frs,1
GPQA|Gemma-7B|Phi-4,GPQA,4.899999999999999,10.875,random_single,0
GPQA|Phi-4-Reas.|Qwen2.5-Math,GPQA,19.7,7.699999999999996,frs,1
GPQA|Phi-4-Reas.|Qwen2.5-Math,GPQA,19.7,5.625,random_single,0
GPQA|Qwen2.5-7B|Qwen2.5-Math,GPQA,11.599999999999998,0.5,frs,1
GPQA|Qwen2.5-7B|Qwen2.5-Math,GPQA,11.599999999999998,3.625,random_single,0
GPQA|LLaMA-3.1-8B|Qwen2.5-Math,GPQA,14.099999999999998,4.100000000000001,frs,1
GPQA|LLaMA-3.1-8B|Qwen2.5-Math,GPQA,14.099999999999998,4.625,random_single,0
GPQA|Gemma-7B|Qwen2.5-Math,GPQA,0.5,23.700000000000003,frs,1
GPQA|Gemma-7B|Qwen2.5-Math,GPQA,0.5,9.625,random_single,0
GPQA|Phi-4-Reas.|Qwen2.5-7B,GPQA,8.100000000000001,7.199999999999996,frs,1
GPQA|Phi-4-Reas.|Qwen2.5-7B,GPQA,8.100000000000001,2.0,random_single,0
GPQA|LLaMA-3.1-8B|Phi-4-Reas.,GPQA,5.600000000000001,11.799999999999997,frs,1
GPQA|LLaMA-3.1-8B|Phi-4-Reas.,GPQA,5.600000000000001,1.0,random_single,0
GPQA|Gemma-7B|Phi-4-Reas.,GPQA,19.2,31.4,frs,1
GPQA|Gemma-7B|Phi-4-Reas.,GPQA,19.2,15.25,random_single,0
GPQA|LLaMA-3.1-8B|Qwen2.5-7B,GPQA,2.5,4.600000000000001,frs,1
GPQA|LLaMA-3.1-8B|Qwen2.5-7B,GPQA,2.5,1.0,random_single,0
GPQA|Gemma-7B|Qwen2.5-7B,GPQA,11.099999999999998,24.200000000000003,frs,1
GPQA|Gemma-7B|Qwen2.5-7B,GPQA,11.099999999999998,13.25,random_single,0
GPQA|Gemma-7B|LLaMA-3.1-8B,GPQA,13.599999999999998,19.6,frs,1
GPQA|Gemma-7B|LLaMA-3.1-8B,GPQA,13.599999999999998,14.25,random_single,0
GSM8K|DS-R1-1.5B|DS-R1-7B,GSM8K,31.4,3.8000000000000114,frs,1
GSM8K|DS-R1-1.5B|DS-R1-7B,GSM8K,31.4,22.375,random_single,0
GSM8K|DS-R1-7B|Qwen3-4B,GSM8K,19.299999999999997,8.0,frs,1
GSM8K|DS-R1-7B|Qwen3-4B,GSM8K,19.299999999999997,16.25,random_single,0
GSM8K|DS-R1-7B|Phi-4,GSM8K,1.5,7.400000000000006,frs,1
GSM8K|DS-R1-7B|Phi-4,GSM8K,1.5,2.25,random_single,0
GSM8K|DS-R1-7B|Qwen2.5-Math,GSM8K,6.950000000000003,8.100000000000009,frs,1
GSM8K|DS-R1-7B|Qwen2.5-Math,GSM8K,6.950000000000003,3.75,random_single,0
GSM8K|DS-R1-7B|Phi-4-Reas.,GSM8K,3.9000000000000057,14.400000000000006,frs,1
GSM8K|DS-R1-7B|Phi-4-Reas.,GSM8K,3.9000000000000057,3.0,random_single,0
GSM8K|DS-R1-7B|Qwen2.5-7B,GSM8K,0.5999999999999943,33.30000000000001,frs,1
GSM8K|DS-R1-7B|Qwen2.5-7B,GSM8K,0.5999999999999943,15.75,random_single,0
GSM8K|DS-R1-7B|LLaMA-3.1-8B,GSM8K,10.200000000000003,19.0,frs,1
GSM8K|DS-R1-7B|LLaMA-3.1-8B,GSM8K,10.200000000000003,12.125,random_single,0
GSM8K|DS-R1-7B|Gemma-7B,GSM8K,54.6,57.7,frs,1
GSM8K|DS-R1-7B|Gemma-7B,GSM8K,54.6,36.87500000000001,random_single,0
GSM8K|DS-R1-1.5B|Qwen3-4B,GSM8K,12.100000000000001,4.199999999999989,frs,1
GSM8K|DS-R1-1.5B|Qwen3-4B,GSM8K,12.100000000000001,6.125,random_single,0
GSM8K|DS-R1-1.5B|Phi-4,GSM8K,32.9,3.5999999999999943,frs,1
GSM8K|DS-R1-1.5B|Phi-4,GSM8K,32.9,20.125,random_single,0
GSM8K|DS-R1-1.5B|Qwen2.5-Math,GSM8K,24.449999999999996,4.299999999999997,frs,1
GSM8K|DS-R1-1.5B|Qwen2.5-Math,GSM8K,24.449999999999996,18.625,random_single,0
GSM8K|DS-R1-1.5B|Phi-4-Reas.,GSM8K,35.300000000000004,10.599999999999994,frs,1
GSM8K|DS-R1-1.5B|Phi-4-Reas.,GSM8K,35.300000000000004,19.375,random_single,0
GSM8K|DS-R1-1.5B|Qwen2.5-7B,GSM8K,30.800000000000004,29.5,frs,1
GSM8K|DS-R1-1.5B|Qwen2.5-7B,GSM8K,30.800000000000004,6.625,random_single,0
GSM8K|DS-R1-1.5B|LLaMA-3.1-8B,GSM8K,21.199999999999996,15.199999999999989,frs,1
GSM8K|DS-R1-1.5B|LLaMA-3.1-8B,GSM8K,21.199999999999996,10.25,random_single,0
GSM8K|DS-R1-1.5B|Gemma-7B,GSM8K,23.200000000000003,53.89999999999999,frs,1
GSM8K|DS-R1-1.5B|Gemma-7B,GSM8K,23.200000000000003,14.500000000000007,random_single,0
GSM8K|Phi-4|Qwen3-4B,GSM8K,20.799999999999997,0.5999999999999943,frs,1
GSM8K|Phi-4|Qwen3-4B,GSM8K,20.799999999999997,14.0,random_single,0
GSM8K|Qwen2.5-Math|Qwen3-4B,GSM8K,12.349999999999994,0.10000000000000853,frs,1
GSM8K|Qwen2.5-Math|Qwen3-4B,GSM8K,12.349999999999994,12.5,random_single,0
GSM8K|Phi-4-Reas.|Qwen3-4B,GSM8K,23.200000000000003,6.400000000000006,frs,1
GSM8K|Phi-4-Reas.|Qwen3-4B,GSM8K,23.200000000000003,13.25,random_single,0
GSM8K|Qwen2.5-7B|Qwen3-4B,GSM8K,18.700000000000003,25.30000000000001,frs,1
GSM8K|Qwen2.5-7B|Qwen3-4B,GSM8K,18.700000000000003,0.5,random_single,0
GSM8K|LLaMA-3.1-8B|Qwen3-4B,GSM8K,9.099999999999994,11.0,frs,1
GSM8K|LLaMA-3.1-8B|Qwen3-4B,GSM8K,9.099999999999994,4.125,random_single,0
GSM8K|Gemma-7B|Qwen3-4B,GSM8K,35.300000000000004,49.7,frs,1
GSM8K|Gemma-7B|Qwen3-4B,GSM8K,35.300000000000004,20.625000000000007,random_single,0
GSM8K|Phi-4|Qwen2.5-Math,GSM8K,8.450000000000003,0.7000000000000028,frs,1
GSM8K|Phi-4|Qwen2.5-Math,GSM8K,8.450000000000003,1.5,random_single,0
GSM8K|Phi-4|Phi-4-Reas.,GSM8K,2.4000000000000057,7.0,frs,1
GSM8K|Phi-4|Phi-4-Reas.,GSM8K,2.4000000000000057,0.75,random_single,0
GSM8K|Phi-4|Qwen2.5-7B,GSM8K,2.0999999999999943,25.900000000000006,frs,1
GSM8K|Phi-4|Qwen2.5-7B,GSM8K,2.0999999999999943,13.5,random_single,0
GSM8K|LLaMA-3.1-8B|Phi-4,GSM8K,11.700000000000003,11.599999999999994,frs,1
GSM8K|LLaMA-3.1-8B|Phi-4,GSM8K,11.700000000000003,9.875,random_single,0
GSM8K|Gemma-7B|Phi-4,GSM8K,56.1,50.3,frs,1
GSM8K|Gemma-7B|Phi-4,GSM8K,56.1,34.62500000000001,random_single,0
GSM8K|Phi-4-Reas.|Qwen2.5-Math,GSM8K,10.850000000000009,6.299999999999997,frs,1
GSM8K|Phi-4-Reas.|Qwen2.5-Math,GSM8K,10.850000000000009,0.75,random_single,0
GSM8K|Qwen2.5-7B|Qwen2.5-Math,GSM8K,6.3500000000000085,25.200000000000003,frs,1
GSM8K|Qwen2.5-7B|Qwen2.5-Math,GSM8K,6.3500000000000085,12.0,random_single,0
GSM8K|LLaMA-3.1-8B|Qwen2.5-Math,GSM8K,3.25,10.899999999999991,frs,1
GSM8K|LLaMA-3.1-8B|Qwen2.5-Math,GSM8K,3.25,8.375,random_single,0
GSM8K|Gemma-7B|Qwen2.5-Math,GSM8K,47.65,49.599999999999994,frs,1
GSM8K|Gemma-7B|Qwen2.5-Math,GSM8K,47.65,33.12500000000001,random_single,0
GSM8K|Phi-4-Reas.|Qwen2.5-7B,GSM8K,4.5,18.900000000000006,frs,1
GSM8K|Phi-4-Reas.|Qwen2.5-7B,GSM8K,4.5,12.75,random_single,0
GSM8K|LLaMA-3.1-8B|Phi-4-Reas.,GSM8K,14.100000000000009,4.599999999999994,frs,1
GSM8K|LLaMA-3.1-8B|Phi-4-Reas.,GSM8K,14.100000000000009,9.125,random_single,0
GSM8K|Gemma-7B|Phi-4-Reas.,GSM8K,58.50000000000001,43.3,frs,1
GSM8K|Gemma-7B|Phi-4-Reas.,GSM8K,58.50000000000001,33.87500000000001,random_single,0
GSM8K|LLaMA-3.1-8B|Qwen2.5-7B,GSM8K,9.600000000000009,14.300000000000011,frs,1
GSM8K|LLaMA-3.1-8B|Qwen2.5-7B,GSM8K,9.600000000000009,3.625,random_single,0
GSM8K|Gemma-7B|Qwen2.5-7B,GSM8K,54.00000000000001,24.39999999999999,frs,1
GSM8K|Gemma-7B|Qwen2.5-7B,GSM8K,54.00000000000001,21.125000000000007,random_single,0
GSM8K|Gemma-7B|LLaMA-3.1-8B,GSM8K,44.4,38.7,frs,1
GSM8K|Gemma-7B|LLaMA-3.1-8B,GSM8K,44.4,24.750000000000007,random_single,0
MATH500|DS-R1-1.5B|DS-R1-7B,MATH500,20.4,9.5,frs,1
MATH500|DS-R1-1.5B|DS-R1-7B,MATH500,20.4,7.375,random_single,0
MATH500|DS-R1-7B|Qwen3-4B,MATH500,13.800000000000004,30.5,frs,1
MATH500|DS-R1-7B|Qwen3-4B,MATH500,13.800000000000004,11.0,random_single,0
