benchmark,model_a,model_b,pass1_gap_pp,frs_gap_pp,pair_key,random_gap_pp
AQuA,Phi-4-Reas.,Qwen2.5-7B,10.200000000000003,6.0,AQuA|Phi-4-Reas.|Qwen2.5-7B,17.0
AQuA,Phi-4-Reas.,LLaMA-3.1-8B,19.299999999999997,30.300000000000004,AQuA|LLaMA-3.1-8B|Phi-4-Reas.,42.25
AQuA,Phi-4-Reas.,Gemma-7B,64.6,61.0,AQuA|Gemma-7B|Phi-4-Reas.,48.25
AQuA,Qwen2.5-7B,LLaMA-3.1-8B,29.5,24.300000000000004,AQuA|LLaMA-3.1-8B|Qwen2.5-7B,25.25
AQuA,Qwen2.5-7B,Gemma-7B,74.8,55.0,AQuA|Gemma-7B|Qwen2.5-7B,31.25
AQuA,LLaMA-3.1-8B,Gemma-7B,45.3,30.7,AQuA|Gemma-7B|LLaMA-3.1-8B,6.0
CSQA,DS-R1-7B,DS-R1-1.5B,7.699999999999996,23.1,CSQA|DS-R1-1.5B|DS-R1-7B,10.0
CSQA,DS-R1-7B,Qwen3-4B,22.200000000000003,4.200000000000003,CSQA|DS-R1-7B|Qwen3-4B,0.5
CSQA,DS-R1-7B,Phi-4,25.799999999999997,2.0,CSQA|DS-R1-7B|Phi-4,8.25
CSQA,DS-R1-7B,Qwen2.5-Math,1.3999999999999986,8.600000000000009,CSQA|DS-R1-7B|Qwen2.5-Math,3.375
CSQA,DS-R1-7B,Phi-4-Reas.,10.399999999999999,45.800000000000004,CSQA|DS-R1-7B|Phi-4-Reas.,6.125
CSQA,DS-R1-7B,Qwen2.5-7B,34.5,9.100000000000009,CSQA|DS-R1-7B|Qwen2.5-7B,13.25
CSQA,DS-R1-7B,LLaMA-3.1-8B,19.0,24.200000000000003,CSQA|DS-R1-7B|LLaMA-3.1-8B,14.625
CSQA,DS-R1-7B,Gemma-7B,19.999999999999996,65.8,CSQA|DS-R1-7B|Gemma-7B,45.125
CSQA,DS-R1-1.5B,Qwen3-4B,29.9,18.9,CSQA|DS-R1-1.5B|Qwen3-4B,10.5
CSQA,DS-R1-1.5B,Phi-4,18.1,21.1,CSQA|DS-R1-1.5B|Phi-4,1.75
CSQA,DS-R1-1.5B,Qwen2.5-Math,6.299999999999997,14.499999999999993,CSQA|DS-R1-1.5B|Qwen2.5-Math,6.625
CSQA,DS-R1-1.5B,Phi-4-Reas.,2.700000000000003,22.700000000000003,CSQA|DS-R1-1.5B|Phi-4-Reas.,3.875
CSQA,DS-R1-1.5B,Qwen2.5-7B,42.199999999999996,13.999999999999993,CSQA|DS-R1-1.5B|Qwen2.5-7B,23.25
CSQA,DS-R1-1.5B,LLaMA-3.1-8B,26.699999999999996,1.1000000000000014,CSQA|DS-R1-1.5B|LLaMA-3.1-8B,4.625
CSQA,DS-R1-1.5B,Gemma-7B,12.3,42.7,CSQA|DS-R1-1.5B|Gemma-7B,35.125
CSQA,Qwen3-4B,Phi-4,48.0,2.200000000000003,CSQA|Phi-4|Qwen3-4B,8.75
CSQA,Qwen3-4B,Qwen2.5-Math,23.6,4.400000000000006,CSQA|Qwen2.5-Math|Qwen3-4B,3.875
CSQA,Qwen3-4B,Phi-4-Reas.,32.6,41.6,CSQA|Phi-4-Reas.|Qwen3-4B,6.625
CSQA,Qwen3-4B,Qwen2.5-7B,12.299999999999997,4.900000000000006,CSQA|Qwen2.5-7B|Qwen3-4B,12.75
CSQA,Qwen3-4B,LLaMA-3.1-8B,3.200000000000003,20.0,CSQA|LLaMA-3.1-8B|Qwen3-4B,15.125
CSQA,Qwen3-4B,Gemma-7B,42.2,61.6,CSQA|Gemma-7B|Qwen3-4B,45.625
CSQA,Phi-4,Qwen2.5-Math,24.4,6.6000000000000085,CSQA|Phi-4|Qwen2.5-Math,4.875
CSQA,Phi-4,Phi-4-Reas.,15.399999999999999,43.800000000000004,CSQA|Phi-4|Phi-4-Reas.,2.125
CSQA,Phi-4,Qwen2.5-7B,60.3,7.1000000000000085,CSQA|Phi-4|Qwen2.5-7B,21.5
CSQA,Phi-4,LLaMA-3.1-8B,44.8,22.200000000000003,CSQA|LLaMA-3.1-8B|Phi-4,6.375
CSQA,Phi-4,Gemma-7B,5.800000000000001,63.800000000000004,CSQA|Gemma-7B|Phi-4,36.875
CSQA,Qwen2.5-Math,Phi-4-Reas.,9.0,37.199999999999996,CSQA|Phi-4-Reas.|Qwen2.5-Math,2.75
CSQA,Qwen2.5-Math,Qwen2.5-7B,35.9,0.5,CSQA|Qwen2.5-7B|Qwen2.5-Math,16.625
CSQA,Qwen2.5-Math,LLaMA-3.1-8B,20.4,15.599999999999994,CSQA|LLaMA-3.1-8B|Qwen2.5-Math,11.25
CSQA,Qwen2.5-Math,Gemma-7B,18.599999999999998,57.199999999999996,CSQA|Gemma-7B|Qwen2.5-Math,41.75
CSQA,Phi-4-Reas.,Qwen2.5-7B,44.9,36.699999999999996,CSQA|Phi-4-Reas.|Qwen2.5-7B,19.375
CSQA,Phi-4-Reas.,LLaMA-3.1-8B,29.4,21.6,CSQA|LLaMA-3.1-8B|Phi-4-Reas.,8.5
CSQA,Phi-4-Reas.,Gemma-7B,9.599999999999998,20.0,CSQA|Gemma-7B|Phi-4-Reas.,39.0
CSQA,Qwen2.5-7B,LLaMA-3.1-8B,15.5,15.099999999999994,CSQA|LLaMA-3.1-8B|Qwen2.5-7B,27.875
CSQA,Qwen2.5-7B,Gemma-7B,54.5,56.699999999999996,CSQA|Gemma-7B|Qwen2.5-7B,58.375
CSQA,LLaMA-3.1-8B,Gemma-7B,39.0,41.6,CSQA|Gemma-7B|LLaMA-3.1-8B,30.5
GPQA,DS-R1-7B,DS-R1-1.5B,8.300000000000004,6.299999999999997,GPQA|DS-R1-1.5B|DS-R1-7B,8.125
GPQA,DS-R1-7B,Qwen3-4B,14.299999999999997,4.100000000000001,GPQA|DS-R1-7B|Qwen3-4B,5.875
GPQA,DS-R1-7B,Phi-4,16.500000000000004,14.5,GPQA|DS-R1-7B|Phi-4,4.625
GPQA,DS-R1-7B,Qwen2.5-Math,21.900000000000002,8.299999999999997,GPQA|DS-R1-7B|Qwen2.5-Math,5.875
GPQA,DS-R1-7B,Phi-4-Reas.,2.200000000000003,0.6000000000000014,GPQA|DS-R1-7B|Phi-4-Reas.,0.25
GPQA,DS-R1-7B,Qwen2.5-7B,10.300000000000004,7.799999999999997,GPQA|DS-R1-7B|Qwen2.5-7B,2.25
GPQA,DS-R1-7B,LLaMA-3.1-8B,7.800000000000004,12.399999999999999,GPQA|DS-R1-7B|LLaMA-3.1-8B,1.25
GPQA,DS-R1-7B,Gemma-7B,21.400000000000002,32.0,GPQA|DS-R1-7B|Gemma-7B,15.5
GPQA,DS-R1-1.5B,Qwen3-4B,22.6,2.1999999999999957,GPQA|DS-R1-1.5B|Qwen3-4B,2.25
GPQA,DS-R1-1.5B,Phi-4,8.2,8.200000000000003,GPQA|DS-R1-1.5B|Phi-4,3.5
GPQA,DS-R1-1.5B,Qwen2.5-Math,13.599999999999998,2.0,GPQA|DS-R1-1.5B|Qwen2.5-Math,2.25
GPQA,DS-R1-1.5B,Phi-4-Reas.,6.100000000000001,5.699999999999996,GPQA|DS-R1-1.5B|Phi-4-Reas.,7.875
GPQA,DS-R1-1.5B,Qwen2.5-7B,2.0,1.5,GPQA|DS-R1-1.5B|Qwen2.5-7B,5.875
GPQA,DS-R1-1.5B,LLaMA-3.1-8B,0.5,6.100000000000001,GPQA|DS-R1-1.5B|LLaMA-3.1-8B,6.875
GPQA,DS-R1-1.5B,Gemma-7B,13.099999999999998,25.700000000000003,GPQA|DS-R1-1.5B|Gemma-7B,7.375
GPQA,Qwen3-4B,Phi-4,30.8,10.399999999999999,GPQA|Phi-4|Qwen3-4B,1.25
GPQA,Qwen3-4B,Qwen2.5-Math,36.2,4.199999999999996,GPQA|Qwen2.5-Math|Qwen3-4B,0.0
GPQA,Qwen3-4B,Phi-4-Reas.,16.5,3.5,GPQA|Phi-4-Reas.|Qwen3-4B,5.625
GPQA,Qwen3-4B,Qwen2.5-7B,24.6,3.6999999999999957,GPQA|Qwen2.5-7B|Qwen3-4B,3.625
GPQA,Qwen3-4B,LLaMA-3.1-8B,22.1,8.299999999999997,GPQA|LLaMA-3.1-8B|Qwen3-4B,4.625
GPQA,Qwen3-4B,Gemma-7B,35.7,27.9,GPQA|Gemma-7B|Qwen3-4B,9.625
GPQA,Phi-4,Qwen2.5-Math,5.399999999999999,6.200000000000003,GPQA|Phi-4|Qwen2.5-Math,1.25
GPQA,Phi-4,Phi-4-Reas.,14.3,13.899999999999999,GPQA|Phi-4|Phi-4-Reas.,4.375
GPQA,Phi-4,Qwen2.5-7B,6.199999999999999,6.700000000000003,GPQA|Phi-4|Qwen2.5-7B,2.375
GPQA,Phi-4,LLaMA-3.1-8B,8.7,2.1000000000000014,GPQA|LLaMA-3.1-8B|Phi-4,3.375
GPQA,Phi-4,Gemma-7B,4.899999999999999,17.5,GPQA|Gemma-7B|Phi-4,10.875
GPQA,Qwen2.5-Math,Phi-4-Reas.,19.7,7.699999999999996,GPQA|Phi-4-Reas.|Qwen2.5-Math,5.625
GPQA,Qwen2.5-Math,Qwen2.5-7B,11.599999999999998,0.5,GPQA|Qwen2.5-7B|Qwen2.5-Math,3.625
GPQA,Qwen2.5-Math,LLaMA-3.1-8B,14.099999999999998,4.100000000000001,GPQA|LLaMA-3.1-8B|Qwen2.5-Math,4.625
GPQA,Qwen2.5-Math,Gemma-7B,0.5,23.700000000000003,GPQA|Gemma-7B|Qwen2.5-Math,9.625
GPQA,Phi-4-Reas.,Qwen2.5-7B,8.100000000000001,7.199999999999996,GPQA|Phi-4-Reas.|Qwen2.5-7B,2.0
GPQA,Phi-4-Reas.,LLaMA-3.1-8B,5.600000000000001,11.799999999999997,GPQA|LLaMA-3.1-8B|Phi-4-Reas.,1.0
GPQA,Phi-4-Reas.,Gemma-7B,19.2,31.4,GPQA|Gemma-7B|Phi-4-Reas.,15.25
GPQA,Qwen2.5-7B,LLaMA-3.1-8B,2.5,4.600000000000001,GPQA|LLaMA-3.1-8B|Qwen2.5-7B,1.0
GPQA,Qwen2.5-7B,Gemma-7B,11.099999999999998,24.200000000000003,GPQA|Gemma-7B|Qwen2.5-7B,13.25
GPQA,LLaMA-3.1-8B,Gemma-7B,13.599999999999998,19.6,GPQA|Gemma-7B|LLaMA-3.1-8B,14.25
GSM8K,DS-R1-7B,DS-R1-1.5B,31.4,3.8000000000000114,GSM8K|DS-R1-1.5B|DS-R1-7B,22.375
GSM8K,DS-R1-7B,Qwen3-4B,19.299999999999997,8.0,GSM8K|DS-R1-7B|Qwen3-4B,16.25
GSM8K,DS-R1-7B,Phi-4,1.5,7.400000000000006,GSM8K|DS-R1-7B|Phi-4,2.25
GSM8K,DS-R1-7B,Qwen2.5-Math,6.950000000000003,8.100000000000009,GSM8K|DS-R1-7B|Qwen2.5-Math,3.75
GSM8K,DS-R1-7B,Phi-4-Reas.,3.9000000000000057,14.400000000000006,GSM8K|DS-R1-7B|Phi-4-Reas.,3.0
GSM8K,DS-R1-7B,Qwen2.5-7B,0.5999999999999943,33.30000000000001,GSM8K|DS-R1-7B|Qwen2.5-7B,15.75
GSM8K,DS-R1-7B,LLaMA-3.1-8B,10.200000000000003,19.0,GSM8K|DS-R1-7B|LLaMA-3.1-8B,12.125
GSM8K,DS-R1-7B,Gemma-7B,54.6,57.7,GSM8K|DS-R1-7B|Gemma-7B,36.87500000000001
GSM8K,DS-R1-1.5B,Qwen3-4B,12.100000000000001,4.199999999999989,GSM8K|DS-R1-1.5B|Qwen3-4B,6.125
GSM8K,DS-R1-1.5B,Phi-4,32.9,3.5999999999999943,GSM8K|DS-R1-1.5B|Phi-4,20.125
GSM8K,DS-R1-1.5B,Qwen2.5-Math,24.449999999999996,4.299999999999997,GSM8K|DS-R1-1.5B|Qwen2.5-Math,18.625
GSM8K,DS-R1-1.5B,Phi-4-Reas.,35.300000000000004,10.599999999999994,GSM8K|DS-R1-1.5B|Phi-4-Reas.,19.375
GSM8K,DS-R1-1.5B,Qwen2.5-7B,30.800000000000004,29.5,GSM8K|DS-R1-1.5B|Qwen2.5-7B,6.625
GSM8K,DS-R1-1.5B,LLaMA-3.1-8B,21.199999999999996,15.199999999999989,GSM8K|DS-R1-1.5B|LLaMA-3.1-8B,10.25
GSM8K,DS-R1-1.5B,Gemma-7B,23.200000000000003,53.89999999999999,GSM8K|DS-R1-1.5B|Gemma-7B,14.500000000000007
GSM8K,Qwen3-4B,Phi-4,20.799999999999997,0.5999999999999943,GSM8K|Phi-4|Qwen3-4B,14.0
GSM8K,Qwen3-4B,Qwen2.5-Math,12.349999999999994,0.10000000000000853,GSM8K|Qwen2.5-Math|Qwen3-4B,12.5
GSM8K,Qwen3-4B,Phi-4-Reas.,23.200000000000003,6.400000000000006,GSM8K|Phi-4-Reas.|Qwen3-4B,13.25
GSM8K,Qwen3-4B,Qwen2.5-7B,18.700000000000003,25.30000000000001,GSM8K|Qwen2.5-7B|Qwen3-4B,0.5
GSM8K,Qwen3-4B,LLaMA-3.1-8B,9.099999999999994,11.0,GSM8K|LLaMA-3.1-8B|Qwen3-4B,4.125
GSM8K,Qwen3-4B,Gemma-7B,35.300000000000004,49.7,GSM8K|Gemma-7B|Qwen3-4B,20.625000000000007
GSM8K,Phi-4,Qwen2.5-Math,8.450000000000003,0.7000000000000028,GSM8K|Phi-4|Qwen2.5-Math,1.5
GSM8K,Phi-4,Phi-4-Reas.,2.4000000000000057,7.0,GSM8K|Phi-4|Phi-4-Reas.,0.75
GSM8K,Phi-4,Qwen2.5-7B,2.0999999999999943,25.900000000000006,GSM8K|Phi-4|Qwen2.5-7B,13.5
GSM8K,Phi-4,LLaMA-3.1-8B,11.700000000000003,11.599999999999994,GSM8K|LLaMA-3.1-8B|Phi-4,9.875
GSM8K,Phi-4,Gemma-7B,56.1,50.3,GSM8K|Gemma-7B|Phi-4,34.62500000000001
GSM8K,Qwen2.5-Math,Phi-4-Reas.,10.850000000000009,6.299999999999997,GSM8K|Phi-4-Reas.|Qwen2.5-Math,0.75
GSM8K,Qwen2.5-Math,Qwen2.5-7B,6.3500000000000085,25.200000000000003,GSM8K|Qwen2.5-7B|Qwen2.5-Math,12.0
GSM8K,Qwen2.5-Math,LLaMA-3.1-8B,3.25,10.899999999999991,GSM8K|LLaMA-3.1-8B|Qwen2.5-Math,8.375
GSM8K,Qwen2.5-Math,Gemma-7B,47.65,49.599999999999994,GSM8K|Gemma-7B|Qwen2.5-Math,33.12500000000001
GSM8K,Phi-4-Reas.,Qwen2.5-7B,4.5,18.900000000000006,GSM8K|Phi-4-Reas.|Qwen2.5-7B,12.75
GSM8K,Phi-4-Reas.,LLaMA-3.1-8B,14.100000000000009,4.599999999999994,GSM8K|LLaMA-3.1-8B|Phi-4-Reas.,9.125
GSM8K,Phi-4-Reas.,Gemma-7B,58.50000000000001,43.3,GSM8K|Gemma-7B|Phi-4-Reas.,33.87500000000001
GSM8K,Qwen2.5-7B,LLaMA-3.1-8B,9.600000000000009,14.300000000000011,GSM8K|LLaMA-3.1-8B|Qwen2.5-7B,3.625
GSM8K,Qwen2.5-7B,Gemma-7B,54.00000000000001,24.39999999999999,GSM8K|Gemma-7B|Qwen2.5-7B,21.125000000000007
GSM8K,LLaMA-3.1-8B,Gemma-7B,44.4,38.7,GSM8K|Gemma-7B|LLaMA-3.1-8B,24.750000000000007
MATH500,DS-R1-7B,DS-R1-1.5B,20.4,9.5,MATH500|DS-R1-1.5B|DS-R1-7B,7.375
MATH500,DS-R1-7B,Qwen3-4B,13.800000000000004,30.5,MATH500|DS-R1-7B|Qwen3-4B,11.0
MATH500,DS-R1-7B,Phi-4,2.8000000000000043,19.599999999999994,MATH500|DS-R1-7B|Phi-4,4.875
MATH500,DS-R1-7B,Qwen2.5-Math,0.0,16.5,MATH500|DS-R1-7B|Qwen2.5-Math,3.875
MATH500,DS-R1-7B,Phi-4-Reas.,10.999999999999993,14.0,MATH500|DS-R1-7B|Phi-4-Reas.,7.0
MATH500,DS-R1-7B,Qwen2.5-7B,3.0,18.400000000000006,MATH500|DS-R1-7B|Qwen2.5-7B,3.25
MATH500,DS-R1-7B,LLaMA-3.1-8B,28.0,33.4,MATH500|DS-R1-7B|LLaMA-3.1-8B,25.374999999999993
MATH500,DS-R1-7B,Gemma-7B,45.400000000000006,75.1,MATH500|DS-R1-7B|Gemma-7B,42.0
MATH500,DS-R1-1.5B,Qwen3-4B,6.599999999999994,21.0,MATH500|DS-R1-1.5B|Qwen3-4B,3.625
MATH500,DS-R1-1.5B,Phi-4,17.599999999999994,10.099999999999994,MATH500|DS-R1-1.5B|Phi-4,12.25
MATH500,DS-R1-1.5B,Qwen2.5-Math,20.4,7.0,MATH500|DS-R1-1.5B|Qwen2.5-Math,3.5
MATH500,DS-R1-1.5B,Phi-4-Reas.,31.39999999999999,4.5,MATH500|DS-R1-1.5B|Phi-4-Reas.,14.375
MATH500,DS-R1-1.5B,Qwen2.5-7B,17.4,8.900000000000006,MATH500|DS-R1-1.5B|Qwen2.5-7B,4.125
MATH500,DS-R1-1.5B,LLaMA-3.1-8B,7.600000000000001,23.9,MATH500|DS-R1-1.5B|LLaMA-3.1-8B,17.999999999999993
MATH500,DS-R1-1.5B,Gemma-7B,25.000000000000004,65.6,MATH500|DS-R1-1.5B|Gemma-7B,34.625
MATH500,Qwen3-4B,Phi-4,11.0,10.900000000000006,MATH500|Phi-4|Qwen3-4B,15.875
MATH500,Qwen3-4B,Qwen2.5-Math,13.800000000000004,14.0,MATH500|Qwen2.5-Math|Qwen3-4B,7.125
MATH500,Qwen3-4B,Phi-4-Reas.,24.799999999999997,16.5,MATH500|Phi-4-Reas.|Qwen3-4B,18.0
MATH500,Qwen3-4B,Qwen2.5-7B,10.800000000000004,12.099999999999994,MATH500|Qwen2.5-7B|Qwen3-4B,7.75
MATH500,Qwen3-4B,LLaMA-3.1-8B,14.199999999999996,2.8999999999999986,MATH500|LLaMA-3.1-8B|Qwen3-4B,14.374999999999993
MATH500,Qwen3-4B,Gemma-7B,31.599999999999998,44.6,MATH500|Gemma-7B|Qwen3-4B,31.0
MATH500,Phi-4,Qwen2.5-Math,2.8000000000000043,3.0999999999999943,MATH500|Phi-4|Qwen2.5-Math,8.75
MATH500,Phi-4,Phi-4-Reas.,13.799999999999997,5.599999999999994,MATH500|Phi-4|Phi-4-Reas.,2.125
MATH500,Phi-4,Qwen2.5-7B,0.19999999999999574,1.1999999999999886,MATH500|Phi-4|Qwen2.5-7B,8.125
MATH500,Phi-4,LLaMA-3.1-8B,25.199999999999996,13.800000000000004,MATH500|LLaMA-3.1-8B|Phi-4,30.249999999999993
MATH500,Phi-4,Gemma-7B,42.599999999999994,55.50000000000001,MATH500|Gemma-7B|Phi-4,46.875
MATH500,Qwen2.5-Math,Phi-4-Reas.,10.999999999999993,2.5,MATH500|Phi-4-Reas.|Qwen2.5-Math,10.875
MATH500,Qwen2.5-Math,Qwen2.5-7B,3.0,1.9000000000000057,MATH500|Qwen2.5-7B|Qwen2.5-Math,0.625
MATH500,Qwen2.5-Math,LLaMA-3.1-8B,28.0,16.9,MATH500|LLaMA-3.1-8B|Qwen2.5-Math,21.499999999999993
MATH500,Qwen2.5-Math,Gemma-7B,45.400000000000006,58.6,MATH500|Gemma-7B|Qwen2.5-Math,38.125
MATH500,Phi-4-Reas.,Qwen2.5-7B,13.999999999999993,4.400000000000006,MATH500|Phi-4-Reas.|Qwen2.5-7B,10.25
MATH500,Phi-4-Reas.,LLaMA-3.1-8B,38.99999999999999,19.4,MATH500|LLaMA-3.1-8B|Phi-4-Reas.,32.37499999999999
MATH500,Phi-4-Reas.,Gemma-7B,56.39999999999999,61.1,MATH500|Gemma-7B|Phi-4-Reas.,49.0
MATH500,Qwen2.5-7B,LLaMA-3.1-8B,25.0,14.999999999999993,MATH500|LLaMA-3.1-8B|Qwen2.5-7B,22.124999999999993
MATH500,Qwen2.5-7B,Gemma-7B,42.400000000000006,56.699999999999996,MATH500|Gemma-7B|Qwen2.5-7B,38.75
MATH500,LLaMA-3.1-8B,Gemma-7B,17.400000000000002,41.7,MATH500|Gemma-7B|LLaMA-3.1-8B,16.625000000000007
SVAMP,DS-R1-7B,DS-R1-1.5B,25.299999999999997,2.0999999999999943,SVAMP|DS-R1-1.5B|DS-R1-7B,21.125
SVAMP,DS-R1-7B,Qwen3-4B,11.599999999999994,8.0,SVAMP|DS-R1-7B|Qwen3-4B,11.0
SVAMP,DS-R1-7B,Phi-4,1.2000000000000028,23.5,SVAMP|DS-R1-7B|Phi-4,10.5
SVAMP,DS-R1-7B,Qwen2.5-Math,0.29999999999999716,24.5,SVAMP|DS-R1-7B|Qwen2.5-Math,10.25
SVAMP,DS-R1-7B,Phi-4-Reas.,3.5,24.200000000000003,SVAMP|DS-R1-7B|Phi-4-Reas.,4.875
SVAMP,DS-R1-7B,Qwen2.5-7B,2.5,34.099999999999994,SVAMP|DS-R1-7B|Qwen2.5-7B,16.75
SVAMP,DS-R1-7B,LLaMA-3.1-8B,5.8999999999999915,19.0,SVAMP|DS-R1-7B|LLaMA-3.1-8B,15.75
SVAMP,DS-R1-7B,Gemma-7B,53.3,67.9,SVAMP|DS-R1-7B|Gemma-7B,42.5
SVAMP,DS-R1-1.5B,Qwen3-4B,13.700000000000003,5.900000000000006,SVAMP|DS-R1-1.5B|Qwen3-4B,10.125
SVAMP,DS-R1-1.5B,Phi-4,26.5,21.400000000000006,SVAMP|DS-R1-1.5B|Phi-4,10.625
SVAMP,DS-R1-1.5B,Qwen2.5-Math,25.0,22.400000000000006,SVAMP|DS-R1-1.5B|Qwen2.5-Math,10.875
SVAMP,DS-R1-1.5B,Phi-4-Reas.,28.799999999999997,22.10000000000001,SVAMP|DS-R1-1.5B|Phi-4-Reas.,16.25
SVAMP,DS-R1-1.5B,Qwen2.5-7B,27.799999999999997,32.0,SVAMP|DS-R1-1.5B|Qwen2.5-7B,4.375
SVAMP,DS-R1-1.5B,LLaMA-3.1-8B,19.400000000000006,16.900000000000006,SVAMP|DS-R1-1.5B|LLaMA-3.1-8B,5.375
SVAMP,DS-R1-1.5B,Gemma-7B,28.0,65.80000000000001,SVAMP|DS-R1-1.5B|Gemma-7B,21.375
SVAMP,Qwen3-4B,Phi-4,12.799999999999997,15.5,SVAMP|Phi-4|Qwen3-4B,0.5
SVAMP,Qwen3-4B,Qwen2.5-Math,11.299999999999997,16.5,SVAMP|Qwen2.5-Math|Qwen3-4B,0.75
SVAMP,Qwen3-4B,Phi-4-Reas.,15.099999999999994,16.200000000000003,SVAMP|Phi-4-Reas.|Qwen3-4B,6.125
SVAMP,Qwen3-4B,Qwen2.5-7B,14.099999999999994,26.099999999999994,SVAMP|Qwen2.5-7B|Qwen3-4B,5.75
SVAMP,Qwen3-4B,LLaMA-3.1-8B,5.700000000000003,11.0,SVAMP|LLaMA-3.1-8B|Qwen3-4B,4.75
SVAMP,Qwen3-4B,Gemma-7B,41.7,59.9,SVAMP|Gemma-7B|Qwen3-4B,31.5
SVAMP,Phi-4,Qwen2.5-Math,1.5,1.0,SVAMP|Phi-4|Qwen2.5-Math,0.25
SVAMP,Phi-4,Phi-4-Reas.,2.299999999999997,0.7000000000000028,SVAMP|Phi-4|Phi-4-Reas.,5.625
SVAMP,Phi-4,Qwen2.5-7B,1.2999999999999972,10.599999999999994,SVAMP|Phi-4|Qwen2.5-7B,6.25
SVAMP,Phi-4,LLaMA-3.1-8B,7.099999999999994,4.5,SVAMP|LLaMA-3.1-8B|Phi-4,5.25
SVAMP,Phi-4,Gemma-7B,54.5,44.4,SVAMP|Gemma-7B|Phi-4,32.0
